file_name,btl,btr,bbr,bbl,obj_0,obj_1,obj_2
6262,0.421484,0.413664,0.094531,0.396077,1,0,0
5890,0.278884,0.422311,0.10757,0.370518,1,0,0
5890,0.433267,0.426295,0.105578,0.414343,1,0,0
4308,0.388594,0.402344,0.124219,0.34875,1,0,0
363,0.582386,0.512199,0.207219,0.441919,1,0,0
363,0.650717,0.331347,0.066102,0.075758,0,1,0
363,0.551192,0.453896,0.137403,0.187166,0,0,1
363,0.645889,0.578673,0.265894,0.40404,1,0,0
363,0.64626,0.631777,0.25921,0.293375,0,0,1
5696,0.43179,0.412302,0.136419,0.398295,1,0,0
5696,0.451888,0.243605,0.079172,0.046285,0,1,0
5696,0.420219,0.358709,0.130329,0.164434,0,0,1
7281,0.81178,0.583867,0.226633,0.353393,1,0,0
4185,0.361268,0.416197,0.114085,0.361972,1,0,0
649,0.264858,0.426818,0.090439,0.085825,0,1,0
649,0.327612,0.598929,0.186416,0.234404,0,0,1
649,0.32069,0.581857,0.207641,0.395903,1,0,0
318,0.598257,0.478307,0.210438,0.359848,1,0,0
318,0.669806,0.336613,0.065937,0.07225,0,1,0
318,0.565639,0.462174,0.140993,0.188692,0,0,1
318,0.679275,0.576862,0.277076,0.405443,1,0,0
318,0.685939,0.613689,0.258137,0.279882,0,0,1
2986,0.462627,0.502265,0.16308,0.492639,1,0,0
5833,0.409299,0.399579,0.092756,0.35871,1,0,0
960,0.326953,0.565234,0.174219,0.438281,1,0,0
178,0.665233,0.584152,0.315725,0.389435,1,0,0
6400,0.44208,0.47104,0.134752,0.393617,1,0,0
6400,0.715721,0.547281,0.239953,0.470449,1,0,0
6400,0.47695,0.558511,0.270686,0.445626,1,0,0
6400,0.440307,0.406028,0.150118,0.131206,0,1,0
6400,0.477541,0.667849,0.260047,0.224586,0,0,1
1416,0.314423,0.549038,0.221154,0.461538,1,0,0
5531,0.476404,0.548315,0.182022,0.444944,1,0,0
5531,0.455056,0.478652,0.179775,0.435955,1,0,0
5531,0.45618,0.425843,0.155056,0.182022,0,0,1
5165,0.431111,0.443386,0.128646,0.450751,1,0,0
6284,0.56383,0.581915,0.33617,0.385106,1,0,0
6284,0.532979,0.458511,0.155319,0.36383,1,0,0
6284,0.865957,0.579787,0.26383,0.389362,1,0,0
6284,0.901064,0.473404,0.168085,0.146809,0,1,0
6284,0.86383,0.687234,0.234043,0.174468,0,0,1
7801,0.597727,0.582576,0.286364,0.371212,1,0,0
7801,0.8,0.550758,0.193939,0.434848,1,0,0
7801,0.57803,0.64697,0.237879,0.221212,0,0,1
7801,0.808333,0.619697,0.165152,0.269697,0,0,1
7801,0.802273,0.370455,0.110606,0.062121,0,1,0
4126,0.379609,0.409141,0.15,0.383594,1,0,0
5746,0.434836,0.448843,0.154689,0.45676,1,0,0
5746,0.475639,0.244214,0.09257,0.049939,0,1,0
5746,0.437881,0.384287,0.133983,0.200974,0,0,1
7287,0.821383,0.604353,0.240717,0.355954,1,0,0
5526,0.503371,0.542697,0.195506,0.460674,1,0,0
5526,0.421348,0.430337,0.14382,0.402247,1,0,0
5526,0.421348,0.391011,0.116854,0.157303,0,0,1
2059,0.332642,0.507322,0.117606,0.332065,1,0,0
706,0.317829,0.489018,0.170543,0.401809,1,0,0
2465,0.322727,0.498701,0.179221,0.355844,1,0,0
654,0.246196,0.344531,0.063164,0.054551,0,1,0
654,0.314384,0.457221,0.111972,0.186621,0,0,1
654,0.292492,0.489162,0.16437,0.348119,1,0,0
5291,0.455859,0.395703,0.108594,0.353906,1,0,0
7784,0.425,0.581061,0.189394,0.401515,1,0,0
7784,0.601515,0.551515,0.278788,0.454545,1,0,0
7784,0.421212,0.653788,0.169697,0.243939,0,0,1
7784,0.601515,0.568939,0.257576,0.289394,0,0,1
7784,0.687879,0.361364,0.093939,0.059091,0,1,0
7298,0.823303,0.595391,0.206146,0.371319,1,0,0
4696,0.421107,0.408304,0.133092,0.38293,1,0,0
1875,0.316055,0.470641,0.152391,0.389875,1,0,0
1875,0.27975,0.311582,0.076031,0.06793,0,1,0
2286,0.326585,0.494718,0.149648,0.387324,1,0,0
5898,0.281873,0.422311,0.121514,0.354582,1,0,0
5739,0.422046,0.43179,0.194884,0.37637,1,0,0
5739,0.459196,0.274665,0.096224,0.069428,0,1,0
5739,0.421437,0.428745,0.16687,0.180268,0,0,1
4451,0.268248,0.434307,0.100973,0.323601,1,0,0
4451,0.490876,0.512774,0.164234,0.448905,1,0,0
1114,0.307692,0.512407,0.205955,0.379653,1,0,0
5706,0.39525,0.380633,0.158343,0.332521,1,0,0
5775,0.445189,0.411693,0.121803,0.387333,1,0,0
5470,0.447566,0.402622,0.167291,0.36829,1,0,0
5470,0.488764,0.248439,0.074906,0.049938,0,1,0
5470,0.430087,0.358926,0.122347,0.158552,0,0,1
2870,0.588281,0.574219,0.257813,0.40625,1,0,0
2870,0.638281,0.441016,0.1125,0.124219,0,1,0
2870,0.589453,0.642188,0.236719,0.251563,0,0,1
7374,0.463303,0.448624,0.121101,0.387156,1,0,0
7374,0.66055,0.572477,0.277064,0.425688,1,0,0
7813,0.552273,0.52197,0.162121,0.440909,1,0,0
7813,0.774242,0.590152,0.260606,0.371212,1,0,0
7813,0.551515,0.490152,0.148485,0.210606,0,0,1
7813,0.765152,0.665909,0.245455,0.207576,0,0,1
7813,0.581818,0.332576,0.072727,0.05,0,1,0
4363,0.266423,0.440998,0.10219,0.329684,1,0,0
4363,0.392336,0.423966,0.13017,0.383212,1,0,0
894,0.311328,0.489063,0.138281,0.271875,1,0,0
894,0.340095,0.613365,0.252983,0.331742,1,0,0
2076,0.338983,0.542104,0.127791,0.384719,1,0,0
5837,0.452894,0.398406,0.106632,0.358566,1,0,0
3995,0.605078,0.625781,0.355469,0.325,1,0,0
5550,0.585393,0.61573,0.251685,0.337079,1,0,0
5550,0.586517,0.649438,0.226966,0.242697,0,0,1
5550,0.402247,0.402247,0.119101,0.377528,1,0,0
5550,0.403371,0.350562,0.098876,0.157303,0,0,1
1365,0.340385,0.555769,0.173077,0.440385,1,0,0
4055,0.35021,0.412184,0.144995,0.391721,1,0,0
5054,0.395146,0.401824,0.082188,0.365995,1,0,0
3507,0.354341,0.435132,0.151525,0.434462,1,0,0
3507,0.341267,0.238686,0.107945,0.037546,0,1,0
3507,0.365739,0.39591,0.120684,0.180355,0,0,1
4760,0.415848,0.407248,0.168305,0.367322,1,0,0
7356,0.787156,0.592661,0.188991,0.39633,1,0,0
1997,0.320823,0.48945,0.197164,0.456589,1,0,0
1997,0.31477,0.431512,0.167762,0.219647,0,0,1
1034,0.282813,0.476953,0.123438,0.339844,1,0,0
7675,0.430049,0.467742,0.103436,0.349229,1,0,0
7675,0.420056,0.424965,0.075736,0.143058,0,0,1
2324,0.27993,0.590669,0.257042,0.382042,1,0,0
880,0.323047,0.495312,0.153906,0.303125,1,0,0
5433,0.407865,0.466292,0.188764,0.429213,1,0,0
1429,0.294231,0.427885,0.123077,0.326923,1,0,0
1429,0.258654,0.625,0.248077,0.313462,1,0,0
1900,0.323277,0.504434,0.132742,0.377211,1,0,0
5358,0.553125,0.551172,0.251563,0.422656,1,0,0
2328,0.300176,0.59331,0.262324,0.376761,1,0,0
7855,0.534091,0.495455,0.140909,0.448485,1,0,0
7855,0.527273,0.440909,0.115152,0.193939,0,0,1
7855,0.563636,0.303788,0.066667,0.056061,0,1,0
7855,0.440909,0.449242,0.139394,0.413636,1,0,0
7855,0.437879,0.410606,0.124242,0.193939,0,0,1
7855,0.437879,0.266667,0.069697,0.039394,0,1,0
2306,0.330986,0.59419,0.239437,0.389085,1,0,0
2306,0.292254,0.515845,0.165493,0.359155,1,0,0
619,0.301172,0.594141,0.307031,0.385156,1,0,0
5123,0.448977,0.403381,0.166945,0.369366,1,0,0
7681,0.569922,0.580078,0.180469,0.413281,1,0,0
7681,0.564453,0.551367,0.161719,0.17539,0,0,1
4044,0.396484,0.394922,0.127344,0.355469,1,0,0
4456,0.268856,0.436131,0.104623,0.324818,1,0,0
4456,0.578467,0.639294,0.300487,0.283455,1,0,0
7549,0.5625,0.501739,0.186942,0.457049,1,0,0
7549,0.61356,0.306417,0.080357,0.063058,0,1,0
7549,0.538504,0.443415,0.134487,0.18192,0,0,1
1926,0.299961,0.689672,0.281906,0.177391,1,0,0
1926,0.321273,0.484777,0.159516,0.345164,1,0,0
5808,0.45676,0.425091,0.171742,0.409257,1,0,0
5808,0.483557,0.248477,0.093788,0.060901,0,1,0
5808,0.439099,0.369671,0.143727,0.181486,0,0,1
785,0.077519,0.69832,0.149871,0.177003,0,0,1
4032,0.398047,0.396875,0.116406,0.360938,1,0,0
5397,0.423828,0.419531,0.136719,0.396875,1,0,0
6438,0.46717,0.496368,0.123914,0.434411,1,0,0
6438,0.613873,0.558325,0.311921,0.444381,1,0,0
6438,0.692209,0.395243,0.155249,0.109671,0,1,0
6438,0.571144,0.602478,0.21222,0.282011,0,0,1
2602,0.330469,0.558203,0.198437,0.382031,1,0,0
1081,0.300248,0.507444,0.131514,0.37469,1,0,0
1081,0.272953,0.633995,0.280397,0.292804,1,0,0
1746,0.056547,0.733703,0.076547,0.09275,0,1,0
1746,0.227309,0.683277,0.423961,0.197977,1,0,0
4422,0.527981,0.479319,0.248175,0.506083,1,0,0
7837,0.477273,0.449242,0.127273,0.401515,1,0,0
7837,0.475,0.407576,0.116667,0.172727,0,0,1
7837,0.473485,0.272727,0.056061,0.039394,0,1,0
7589,0.609397,0.561711,0.215989,0.461431,1,0,0
7589,0.592567,0.570126,0.173913,0.231417,0,0,1
4995,0.261603,0.449082,0.100167,0.390651,1,0,0
4995,0.776628,0.662771,0.255426,0.250417,1,0,0
334,0.574959,0.465408,0.176025,0.394385,1,0,0
334,0.623979,0.304237,0.075015,0.066102,0,1,0
334,0.553049,0.447954,0.123292,0.184195,0,0,1
334,0.663343,0.574216,0.288919,0.411468,1,0,0
334,0.67894,0.615066,0.253268,0.280749,0,0,1
5962,0.441936,0.450828,0.157887,0.467603,1,0,0
5962,0.487053,0.242925,0.064701,0.042407,0,1,0
5962,0.42386,0.36705,0.114357,0.173381,0,0,1
5246,0.467578,0.546484,0.285156,0.466406,1,0,0
1503,0.311538,0.481731,0.211538,0.396154,1,0,0
1503,0.246154,0.323077,0.065385,0.071154,0,1,0
1503,0.314423,0.416346,0.155769,0.161538,0,0,1
319,0.597906,0.477606,0.211139,0.358446,1,0,0
319,0.668052,0.338717,0.066639,0.076459,0,1,0
319,0.564938,0.462174,0.140993,0.185887,0,0,1
319,0.67682,0.576862,0.279181,0.408249,1,0,0
319,0.684887,0.614741,0.257435,0.283389,0,0,1
4356,0.267032,0.440389,0.100973,0.326034,1,0,0
4356,0.408151,0.414234,0.115572,0.361314,1,0,0
4168,0.293281,0.426328,0.133594,0.358594,1,0,0
4168,0.425312,0.395078,0.107031,0.324219,1,0,0
5969,0.476011,0.436674,0.138353,0.437199,1,0,0
5969,0.513795,0.237511,0.060688,0.032179,0,1,0
5969,0.465829,0.350138,0.108796,0.162427,0,0,1
4485,0.260949,0.442822,0.086375,0.323601,1,0,0
4485,0.461679,0.507299,0.164234,0.408759,1,0,0
5947,0.463147,0.404382,0.157371,0.36255,1,0,0
5280,0.457031,0.396484,0.114062,0.355469,1,0,0
3489,0.393631,0.426115,0.156688,0.414013,1,0,0
3489,0.383439,0.232484,0.08535,0.021656,0,1,0
3489,0.387261,0.357325,0.138854,0.171975,0,0,1
2373,0.206866,0.597711,0.234155,0.360915,1,0,0
4100,0.382314,0.412234,0.123005,0.390071,1,0,0
7357,0.757798,0.572477,0.163303,0.40367,1,0,0
7357,0.627523,0.601835,0.280734,0.374312,1,0,0
1799,0.200234,0.450367,0.124531,0.142203,0,1,0
1799,0.338023,0.673391,0.179297,0.220812,0,0,1
1799,0.282816,0.580648,0.296773,0.408062,1,0,0
7536,0.522321,0.469388,0.142857,0.438776,1,0,0
7536,0.550298,0.282143,0.080952,0.058333,0,1,0
7536,0.519345,0.425,0.129762,0.15,0,0,1
7461,0.507228,0.470238,0.154762,0.440476,1,0,0
7461,0.540816,0.287415,0.082483,0.064626,0,1,0
7461,0.503401,0.430272,0.142007,0.164966,0,0,1
7431,0.505456,0.464187,0.170635,0.442659,1,0,0
7431,0.535714,0.283135,0.0875,0.062698,0,1,0
7431,0.505456,0.432143,0.154762,0.182143,0,0,1
5342,0.476563,0.432031,0.1625,0.429688,1,0,0
1052,0.296988,0.489453,0.126788,0.355469,1,0,0
2869,0.748167,0.658203,0.297416,0.242969,1,0,0
2869,0.823047,0.624588,0.132031,0.155425,0,1,0
2869,0.741543,0.733594,0.265223,0.079687,0,0,1
201,0.761057,0.611179,0.300983,0.355037,1,0,0
6836,0.476773,0.263447,0.07824,0.059902,0,1,0
6836,0.621027,0.380807,0.158924,0.099022,0,1,0
6836,0.466381,0.394866,0.121027,0.176039,0,0,1
6836,0.567237,0.572127,0.176039,0.273839,0,0,1
6836,0.466381,0.44132,0.128362,0.422983,1,0,0
6836,0.590465,0.552567,0.227384,0.452323,1,0,0
2673,0.186328,0.444531,0.107031,0.1,0,1,0
2673,0.273828,0.348828,0.077344,0.074219,0,1,0
2673,0.317969,0.630469,0.323437,0.28125,0,0,1
2673,0.306641,0.585156,0.355469,0.3875,1,0,0
2673,0.259766,0.339453,0.000781,0.000781,1,0,0
2673,0.325391,0.509766,0.194531,0.403906,1,0,0
809,0.320413,0.508398,0.186047,0.370801,1,0,0
4669,0.631173,0.575272,0.390658,0.402732,1,0,0
4669,0.397732,0.422722,0.130334,0.411765,1,0,0
4038,0.392578,0.397266,0.122656,0.355469,1,0,0
605,0.823438,0.621094,0.2375,0.284375,0,0,1
605,0.8125,0.609375,0.279687,0.354687,1,0,0
7765,0.473587,0.561826,0.239558,0.434088,1,0,0
7765,0.452088,0.641892,0.186732,0.249386,0,0,1
7765,0.503182,0.418937,0.175453,0.135099,0,1,0
6703,0.421149,0.48044,0.128362,0.398533,1,0,0
6340,0.535461,0.495863,0.12766,0.421986,1,0,0
6340,0.734043,0.5526,0.269504,0.455083,1,0,0
6340,0.469267,0.555556,0.260047,0.453901,1,0,0
6340,0.431442,0.397163,0.144208,0.12766,0,1,0
6340,0.468676,0.657801,0.247045,0.244681,0,0,1
2554,0.314286,0.450649,0.15974,0.358442,1,0,0
1413,0.305769,0.544231,0.257692,0.463462,1,0,0
5958,0.394213,0.38268,0.106941,0.327113,1,0,0
5958,0.394737,0.297756,0.091214,0.1342,0,0,1
811,0.319121,0.499354,0.160207,0.378553,1,0,0
4968,0.462771,0.472454,0.098497,0.437396,1,0,0
4968,0.294992,0.414023,0.09015,0.36394,1,0,0
7788,0.432576,0.580303,0.195455,0.393939,1,0,0
7788,0.52803,0.516667,0.189394,0.506061,1,0,0
7788,0.525,0.474242,0.156061,0.227273,0,0,1
7788,0.411364,0.612121,0.134848,0.169697,0,0,1
7788,0.543939,0.289394,0.069697,0.042424,0,1,0
5587,0.426966,0.420225,0.119101,0.408989,1,0,0
5587,0.423596,0.346067,0.098876,0.161798,0,0,1
6733,0.41687,0.489609,0.114914,0.40709,1,0,0
7018,0.436732,0.456388,0.13145,0.421376,1,0,0
7018,0.459459,0.281327,0.071253,0.058968,0,1,0
7018,0.433047,0.406634,0.111794,0.186732,0,0,1
7018,0.584767,0.487715,0.140049,0.400491,1,0,0
7018,0.866093,0.621622,0.267813,0.316953,1,0,0
3991,0.450781,0.442969,0.195313,0.429688,1,0,0
5437,0.544944,0.592135,0.251685,0.375281,1,0,0
7622,0.547656,0.506641,0.1625,0.442969,1,0,0
7622,0.470313,0.439844,0.13125,0.389062,1,0,0
6397,0.521277,0.479314,0.130024,0.400709,1,0,0
6397,0.47695,0.559102,0.268322,0.446809,1,0,0
6397,0.687943,0.536052,0.189125,0.495272,1,0,0
6397,0.440898,0.417849,0.163121,0.154846,0,1,0
6397,0.477541,0.673759,0.257683,0.219858,0,0,1
4012,0.3625,0.432422,0.125,0.436719,1,0,0
1817,0.383527,0.657477,0.109898,0.241125,0,0,1
1817,0.219949,0.44532,0.124148,0.137516,0,1,0
1817,0.297305,0.576242,0.286484,0.407766,1,0,0
5680,0.424482,0.404385,0.136419,0.367844,1,0,0
599,0.823438,0.622656,0.2375,0.282813,0,0,1
599,0.812109,0.609375,0.282031,0.353125,1,0,0
7773,0.419697,0.574242,0.187879,0.415152,1,0,0
7773,0.624242,0.529545,0.172727,0.492424,1,0,0
7773,0.414394,0.599242,0.156061,0.165152,0,0,1
7773,0.622727,0.549242,0.157576,0.256061,0,0,1
7773,0.631061,0.316667,0.086364,0.060606,0,1,0
5777,0.449452,0.411693,0.113276,0.394641,1,0,0
1916,0.313691,0.483746,0.150117,0.365555,1,0,0
3945,0.435547,0.241406,0.064844,0.035937,0,1,0
3945,0.775391,0.546875,0.192969,0.265625,0,1,0
3945,0.412109,0.357812,0.092969,0.151562,0,0,1
3945,0.626563,0.627344,0.246875,0.28125,0,0,1
3945,0.413281,0.400781,0.104688,0.353125,1,0,0
3945,0.679297,0.594141,0.391406,0.369531,1,0,0
436,0.856641,0.662109,0.233594,0.239844,0,0,1
436,0.842578,0.607812,0.272656,0.357812,1,0,0
1003,0.323437,0.502344,0.157812,0.360938,1,0,0
303,0.598608,0.488829,0.205527,0.394921,1,0,0
303,0.665246,0.329949,0.066639,0.068743,0,1,0
303,0.569146,0.462525,0.138187,0.182379,0,0,1
303,0.677171,0.575459,0.279882,0.409652,1,0,0
303,0.682783,0.604921,0.258838,0.277778,0,0,1
765,0.331395,0.488372,0.153747,0.374677,1,0,0
1484,0.185577,0.665385,0.271154,0.205769,0,0,1
1484,0.071154,0.492308,0.107692,0.113462,0,1,0
1484,0.178846,0.602885,0.338462,0.35,1,0,0
6342,0.536052,0.494681,0.126478,0.417258,1,0,0
6342,0.469858,0.554965,0.261229,0.450355,1,0,0
6342,0.741726,0.558511,0.265957,0.443262,1,0,0
6342,0.43026,0.398345,0.144208,0.12766,0,1,0
6342,0.469858,0.656619,0.249409,0.242317,0,0,1
4267,0.338732,0.477465,0.190141,0.36338,1,0,0
4267,0.765594,0.70493,0.229376,0.150704,1,0,0
4267,0.78662,0.70493,0.173239,0.13662,0,1,0
4267,0.762676,0.721127,0.207042,0.109859,0,0,1
3510,0.354459,0.432484,0.142675,0.428025,1,0,0
3510,0.341083,0.235669,0.104459,0.033121,0,1,0
3510,0.361465,0.394904,0.121019,0.178344,0,0,1
4530,0.474453,0.448297,0.150852,0.453771,1,0,0
4361,0.270073,0.439781,0.10219,0.324818,1,0,0
4361,0.420925,0.422749,0.126521,0.373479,1,0,0
5659,0.429354,0.437272,0.19732,0.406821,1,0,0
7591,0.697938,0.578516,0.264626,0.408594,1,0,0
7591,0.676172,0.651172,0.208594,0.253906,0,0,1
7591,0.748349,0.478203,0.002642,0.0,0,0,1
2500,0.34026,0.553896,0.203896,0.435065,1,0,0
2500,0.251299,0.614286,0.348052,0.335065,1,0,0
4542,0.570738,0.571191,0.326097,0.419782,1,0,0
3484,0.410828,0.401911,0.145223,0.365605,1,0,0
3484,0.41465,0.23121,0.076433,0.019108,0,1,0
3484,0.40828,0.340764,0.132484,0.161783,0,0,1
5518,0.529213,0.524719,0.179775,0.460674,1,0,0
5518,0.448315,0.453933,0.14382,0.395506,1,0,0
5518,0.451685,0.41236,0.114607,0.191011,0,0,1
7054,0.590295,0.539926,0.239558,0.482801,1,0,0
7054,0.878378,0.632064,0.240786,0.300983,1,0,0
7054,0.55344,0.472359,0.126536,0.418919,1,0,0
7054,0.641892,0.346437,0.121622,0.083538,0,1,0
7054,0.566339,0.507371,0.17199,0.275184,0,0,1
7799,0.620455,0.568182,0.228788,0.412121,1,0,0
7799,0.616667,0.620455,0.2,0.283333,0,0,1
7799,0.848485,0.564394,0.227273,0.428788,1,0,0
7799,0.852273,0.643939,0.204545,0.248485,0,0,1
7799,0.861364,0.393182,0.098485,0.074242,0,1,0
7578,0.519922,0.504297,0.147656,0.447656,1,0,0
7578,0.519531,0.469922,0.142187,0.177344,0,0,1
4971,0.377629,0.479132,0.118531,0.400668,1,0,0
4971,0.475292,0.422371,0.086811,0.390651,1,0,0
838,0.330749,0.509044,0.167959,0.364341,1,0,0
4762,0.412162,0.418919,0.163391,0.388206,1,0,0
466,0.54375,0.4625,0.245312,0.192188,0,1,0
466,0.496875,0.704688,0.220312,0.15625,0,0,1
466,0.526563,0.573438,0.292187,0.428125,1,0,0
466,0.885156,0.696875,0.229687,0.16875,0,0,1
466,0.857031,0.625781,0.285938,0.325,1,0,0
1118,0.313896,0.511787,0.193548,0.378412,1,0,0
4821,0.419533,0.407248,0.141278,0.379607,1,0,0
4198,0.511964,0.266708,0.079614,0.062807,0,1,0
4198,0.446282,0.381264,0.110133,0.185767,0,0,1
4198,0.471051,0.431908,0.165863,0.396745,1,0,0
275,0.592946,0.495259,0.212653,0.404705,1,0,0
275,0.662723,0.33444,0.069112,0.075093,0,1,0
275,0.539119,0.441763,0.098352,0.175439,0,0,1
275,0.642455,0.573342,0.233254,0.412015,1,0,0
275,0.596934,0.422492,0.139553,0.106326,0,1,0
275,0.661726,0.702595,0.16547,0.148192,0,0,1
275,0.874379,0.601585,0.213317,0.3542,1,0,0
275,0.875376,0.659733,0.20202,0.233918,0,0,1
5129,0.447691,0.405212,0.163235,0.371916,1,0,0
2221,0.327465,0.485035,0.169014,0.410211,1,0,0
917,0.350391,0.602734,0.194531,0.360156,1,0,0
917,0.305078,0.416016,0.113281,0.303906,1,0,0
1884,0.308953,0.632016,0.358109,0.294125,1,0,0
1884,0.226777,0.613391,0.188227,0.251156,0,1,0
5900,0.27988,0.423307,0.101594,0.360558,1,0,0
7091,0.542998,0.633292,0.336609,0.293612,1,0,0
7091,0.901106,0.635749,0.197788,0.293612,1,0,0
7091,0.509828,0.437346,0.140049,0.412776,1,0,0
7091,0.420762,0.527027,0.13145,0.44226,1,0,0
7091,0.64312,0.535627,0.104423,0.088452,0,1,0
7091,0.498157,0.262899,0.08231,0.056511,0,1,0
7091,0.488329,0.685504,0.20516,0.189189,0,0,1
7091,0.501843,0.386364,0.116708,0.170762,0,0,1
4445,0.27129,0.435523,0.099757,0.323601,1,0,0
4445,0.424574,0.402068,0.087591,0.36618,1,0,0
5918,0.417331,0.383466,0.089641,0.332669,1,0,0
2092,0.326877,0.590799,0.254237,0.387409,1,0,0
2092,0.27724,0.496368,0.135593,0.188862,0,1,0
5977,0.468127,0.416445,0.119522,0.386676,1,0,0
5977,0.494135,0.245131,0.060868,0.036521,0,1,0
5977,0.456507,0.355799,0.085215,0.138336,0,0,1
5977,0.250664,0.418327,0.076361,0.378486,1,0,0
6311,0.493617,0.482979,0.140426,0.404255,1,0,0
6311,0.709574,0.535106,0.185106,0.482979,1,0,0
6311,0.48617,0.545745,0.3,0.470213,1,0,0
6311,0.498936,0.398936,0.17234,0.159574,0,1,0
6311,0.490426,0.668085,0.278723,0.221277,0,0,1
2323,0.292254,0.59243,0.274648,0.389085,1,0,0
3485,0.432484,0.401911,0.185987,0.368153,1,0,0
3485,0.435669,0.224841,0.075159,0.014013,0,1,0
3485,0.419745,0.338854,0.147771,0.175796,0,0,1
326,0.596601,0.4823,0.213317,0.365497,1,0,0
326,0.667375,0.338427,0.065125,0.072435,0,1,0
326,0.56271,0.4617,0.140218,0.188729,0,0,1
326,0.668704,0.574007,0.269803,0.414673,1,0,0
326,0.676346,0.611886,0.249203,0.284423,0,0,1
1901,0.325473,0.507391,0.136555,0.37625,1,0,0
4302,0.384687,0.393438,0.121094,0.348438,1,0,0
497,0.55,0.390625,0.198437,0.14375,0,1,0
497,0.507031,0.676953,0.209375,0.207031,0,0,1
497,0.525391,0.549219,0.258594,0.475,1,0,0
497,0.888672,0.682813,0.222656,0.19375,0,0,1
497,0.866016,0.619922,0.267968,0.336719,1,0,0
4603,0.766271,0.564674,0.313434,0.424279,1,0,0
2658,0.202344,0.391406,0.089063,0.090625,0,1,0
2658,0.284766,0.555859,0.269531,0.432031,1,0,0
4756,0.414005,0.407862,0.184275,0.361179,1,0,0
2536,0.253896,0.644805,0.376623,0.274026,1,0,0
7468,0.522321,0.462202,0.149554,0.454167,1,0,0
7468,0.550223,0.271205,0.087798,0.061756,0,1,0
7468,0.514881,0.431548,0.124256,0.162202,0,0,1
2979,0.633069,0.575878,0.270668,0.404304,1,0,0
5554,0.404494,0.408989,0.119101,0.377528,1,0,0
5554,0.404494,0.344944,0.101124,0.150562,0,0,1
4370,0.265207,0.439781,0.104623,0.327251,1,0,0
4370,0.438564,0.442214,0.147202,0.380779,1,0,0
1136,0.313275,0.552109,0.184864,0.394541,1,0,0
6830,0.564181,0.351467,0.118582,0.081907,0,1,0
6830,0.468826,0.251834,0.059902,0.0489,0,1,0
6830,0.463325,0.362469,0.100244,0.133252,0,0,1
6830,0.471271,0.471883,0.135697,0.215159,0,0,1
6830,0.466381,0.394254,0.113692,0.341076,1,0,0
6830,0.513447,0.511614,0.227384,0.409535,1,0,0
5317,0.438672,0.421875,0.117969,0.396875,1,0,0
1107,0.308313,0.507444,0.204715,0.372208,1,0,0
2546,0.321429,0.494805,0.145455,0.41039,1,0,0
2546,0.301948,0.599351,0.366234,0.364935,1,0,0
2231,0.272887,0.595951,0.278169,0.392606,1,0,0
4661,0.558386,0.563572,0.337232,0.435806,1,0,0
4661,0.444881,0.433112,0.146201,0.404826,1,0,0
7303,0.829065,0.596671,0.21767,0.355954,1,0,0
5006,0.26828,0.449082,0.103506,0.350584,1,0,0
5006,0.787479,0.684474,0.307179,0.160267,1,0,0
141,0.627764,0.512285,0.218673,0.331695,1,0,0
141,0.687346,0.388206,0.094595,0.066339,0,1,0
141,0.616093,0.570639,0.173219,0.195332,0,0,1
2659,0.292578,0.552344,0.269531,0.4375,1,0,0
2659,0.203125,0.383984,0.078125,0.088281,0,1,0
3612,0.478025,0.428662,0.205096,0.421656,1,0,0
3612,0.540446,0.241083,0.076433,0.045223,0,1,0
3612,0.457962,0.365924,0.124204,0.203185,0,0,1
7352,0.778899,0.611009,0.304587,0.348624,1,0,0
4292,0.382344,0.393047,0.125781,0.349219,1,0,0
7194,0.590269,0.302177,0.080666,0.069142,0,1,0
7194,0.432778,0.268886,0.06274,0.046095,0,1,0
7194,0.50128,0.440461,0.181818,0.212548,0,0,1
7194,0.433419,0.371959,0.097311,0.15493,0,0,1
7194,0.523688,0.489117,0.224072,0.445583,1,0,0
7194,0.430218,0.428937,0.106274,0.366197,1,0,0
2116,0.311138,0.492736,0.135593,0.409201,1,0,0
7169,0.898848,0.660691,0.201024,0.245839,1,0,0
7169,0.477593,0.278489,0.057618,0.057618,0,1,0
7169,0.560819,0.292574,0.078105,0.052497,0,1,0
7169,0.646607,0.49936,0.195903,0.143406,0,1,0
7169,0.414213,0.350192,0.081946,0.108835,0,0,1
7169,0.477593,0.448784,0.183099,0.236876,0,0,1
7169,0.555698,0.714469,0.213828,0.133163,0,0,1
7169,0.59475,0.603073,0.302177,0.353393,1,0,0
7169,0.492318,0.464789,0.215109,0.394366,1,0,0
7169,0.431498,0.362356,0.149808,0.227913,1,0,0
2489,0.294156,0.446753,0.127273,0.163636,1,0,0
2489,0.357792,0.60974,0.205195,0.227273,0,0,1
2489,0.347403,0.567532,0.251948,0.428571,1,0,0
6269,0.475532,0.476596,0.138298,0.468085,1,0,0
6269,0.560638,0.468085,0.138298,0.395745,1,0,0
378,0.583877,0.513731,0.190095,0.464366,1,0,0
378,0.641747,0.320128,0.070146,0.072952,0,1,0
378,0.556871,0.461122,0.130471,0.185185,0,0,1
378,0.654023,0.585981,0.284091,0.390011,1,0,0
378,0.653672,0.63333,0.277778,0.291105,0,0,1
5714,0.422046,0.41961,0.182704,0.395859,1,0,0
3502,0.363057,0.432786,0.146162,0.427087,1,0,0
