file_name,btl,btr,bbr,bbl,obj_0,obj_1,obj_2,Cluster
390,0.652202,0.584986,0.284462,0.389929,1,0,0,-1.0
3898,0.447656,0.420312,0.153125,0.403125,1,0,0,-1.0
1949,0.261702,0.615957,0.302128,0.346809,1,0,0,-1.0
3521,0.325144,0.427358,0.158326,0.416742,1,0,0,9.0
2382,0.285065,0.573377,0.267532,0.409091,1,0,0,5.0
7506,0.52551,0.464705,0.147321,0.44089,1,0,0,5.0
231,0.60608,0.512891,0.248777,0.396094,1,0,0,-1.0
231,0.763672,0.585938,0.260156,0.382813,1,0,0,15.0
4757,0.409705,0.413391,0.168305,0.372236,1,0,0,31.0
5143,0.486104,0.52293,0.195424,0.41147,1,0,0,31.0
2259,0.301056,0.441901,0.140845,0.369718,1,0,0,-1.0
5027,0.446077,0.553422,0.135225,0.422371,1,0,0,-1.0
5027,0.266611,0.437396,0.106845,0.353923,1,0,0,40.0
5027,0.412688,0.389816,0.095159,0.345576,1,0,0,40.0
1433,0.244231,0.617308,0.230769,0.317308,1,0,0,-1.0
600,0.8125,0.609375,0.279687,0.351563,1,0,0,74.0
4365,0.268856,0.439781,0.104623,0.327251,1,0,0,72.0
4365,0.439173,0.434915,0.141119,0.390511,1,0,0,94.0
994,0.316797,0.474219,0.136719,0.340625,1,0,0,94.0
3244,0.429148,0.433921,0.138767,0.431718,1,0,0,94.0
2871,0.480469,0.501172,0.198437,0.472656,1,0,0,-1.0
4025,0.410156,0.411719,0.11875,0.389062,1,0,0,-1.0
798,0.302326,0.596253,0.248062,0.373385,1,0,0,-1.0
6928,0.864251,0.60258,0.269042,0.359951,1,0,0,12.0
6928,0.539312,0.56941,0.186732,0.421376,1,0,0,12.0
6928,0.527027,0.469287,0.117936,0.363636,1,0,0,8.0
2368,0.197183,0.608275,0.253521,0.346831,1,0,0,8.0
4730,0.428856,0.405421,0.128062,0.373702,1,0,0,-1.0
5592,0.458177,0.484395,0.166042,0.514357,1,0,0,13.0
2318,0.264965,0.581866,0.241197,0.385563,1,0,0,-1.0
6428,0.476428,0.494232,0.113944,0.438684,1,0,0,21.0
6428,0.525566,0.544794,0.232161,0.468594,1,0,0,21.0
6428,0.806865,0.594645,0.253525,0.366045,1,0,0,-1.0
6000,0.837649,0.620518,0.217131,0.320717,1,0,0,18.0
6000,0.41224,0.487052,0.109562,0.444223,1,0,0,74.0
6000,0.548805,0.515936,0.121514,0.450199,1,0,0,74.0
5532,0.488764,0.553933,0.197753,0.438202,1,0,0,-1.0
5532,0.448315,0.478652,0.18427,0.413483,1,0,0,-1.0
800,0.326227,0.591731,0.23385,0.390181,1,0,0,96.0
4002,0.312109,0.440625,0.149219,0.421875,1,0,0,17.0
2055,0.33403,0.505173,0.132071,0.330178,1,0,0,17.0
6979,0.600123,0.617322,0.27887,0.330467,1,0,0,17.0
6979,0.65602,0.579238,0.218673,0.409091,1,0,0,-1.0
6979,0.419533,0.511671,0.128993,0.438575,1,0,0,-1.0
5287,0.457031,0.398438,0.11875,0.35625,1,0,0,-1.0
5128,0.44535,0.403614,0.164981,0.367279,1,0,0,-1.0
196,0.633292,0.581081,0.291155,0.407862,1,0,0,-1.0
112,0.445332,0.398649,0.126536,0.323096,1,0,0,16.0
112,0.837838,0.619165,0.307125,0.339066,1,0,0,74.0
429,0.839646,0.612703,0.296191,0.337226,1,0,0,74.0
5028,0.502218,0.581331,0.170055,0.408503,1,0,0,5.0
5028,0.267468,0.439926,0.096118,0.340111,1,0,0,5.0
5028,0.402957,0.390943,0.099023,0.347241,1,0,0,0.0
496,0.535156,0.548828,0.259375,0.472656,1,0,0,0.0
496,0.864844,0.619141,0.270312,0.338281,1,0,0,58.0
2567,0.302597,0.525974,0.255844,0.454545,1,0,0,-1.0
5472,0.446134,0.405155,0.1692,0.371447,1,0,0,-1.0
4698,0.419415,0.409327,0.135412,0.373963,1,0,0,39.0
6433,0.472828,0.49435,0.134517,0.429109,1,0,0,39.0
6433,0.542104,0.548157,0.254237,0.469465,1,0,0,39.0
6433,0.787598,0.60869,0.242131,0.345709,1,0,0,5.0
3942,0.514844,0.504687,0.240625,0.539063,1,0,0,39.0
2385,0.324026,0.498701,0.192208,0.412987,1,0,0,16.0
2606,0.327344,0.49375,0.128125,0.351563,1,0,0,16.0
5924,0.407371,0.391434,0.101594,0.316733,1,0,0,16.0
5924,0.263944,0.446215,0.089641,0.350598,1,0,0,-1.0
7052,0.52457,0.492015,0.194103,0.431204,1,0,0,39.0
7052,0.579853,0.461916,0.142506,0.388206,1,0,0,39.0
7052,0.874079,0.630835,0.249386,0.300983,1,0,0,39.0
4452,0.268248,0.43674,0.105839,0.326034,1,0,0,55.0
4452,0.508516,0.519465,0.175182,0.450122,1,0,0,-1.0
375,0.584578,0.510574,0.18729,0.458053,1,0,0,-1.0
375,0.653672,0.586332,0.283389,0.387907,1,0,0,-1.0
1803,0.293152,0.577473,0.278227,0.410711,1,0,0,16.0
2507,0.328571,0.492208,0.177922,0.428571,1,0,0,25.0
7572,0.544141,0.496484,0.163281,0.444531,1,0,0,25.0
7636,0.543777,0.5,0.210992,0.40625,1,0,0,-1.0
5621,0.515225,0.559683,0.222899,0.415347,1,0,0,97.0
3610,0.473684,0.42474,0.210526,0.413678,1,0,0,-1.0
1811,0.308168,0.57323,0.268508,0.419539,1,0,0,-1.0
5084,0.40947,0.404158,0.092579,0.340871,1,0,0,-1.0
4473,0.311436,0.455596,0.153285,0.29562,1,0,0,5.0
4473,0.422749,0.4191,0.120438,0.344282,1,0,0,5.0
407,0.558624,0.475852,0.174663,0.399832,1,0,0,-1.0
407,0.655777,0.581422,0.277778,0.394921,1,0,0,13.0
5390,0.388672,0.367578,0.122656,0.308594,1,0,0,-1.0
5564,0.413483,0.410112,0.119101,0.379775,1,0,0,-1.0
144,0.497543,0.409705,0.159705,0.288698,1,0,0,-1.0
144,0.642506,0.552826,0.280098,0.488943,1,0,0,-1.0
1734,0.306195,0.504133,0.194953,0.345797,1,0,0,-1.0
7747,0.712482,0.593969,0.248247,0.371669,1,0,0,-1.0
7752,0.503488,0.444668,0.160101,0.402851,1,0,0,-1.0
732,0.330103,0.473514,0.143411,0.365633,1,0,0,-1.0
3486,0.42293,0.40828,0.149045,0.380892,1,0,0,-1.0
5914,0.488048,0.450199,0.10757,0.422311,1,0,0,62.0
1500,0.320192,0.510577,0.198077,0.415385,1,0,0,12.0
5961,0.434132,0.453799,0.110046,0.473544,1,0,0,12.0
7126,0.463267,0.488022,0.142608,0.404238,1,0,0,31.0
7126,0.504481,0.576825,0.213828,0.411012,1,0,0,31.0
7126,0.920294,0.6242,0.159411,0.308579,1,0,0,-1.0
5046,0.297555,0.428656,0.091329,0.374153,1,0,0,99.0
5046,0.457625,0.396249,0.128646,0.350584,1,0,0,99.0
7316,0.814341,0.596031,0.24968,0.359795,1,0,0,15.0
1287,0.32196,0.488213,0.172457,0.413151,1,0,0,15.0
4148,0.442891,0.442734,0.1625,0.425781,1,0,0,58.0
4148,0.708281,0.686094,0.238594,0.189062,1,0,0,58.0
5520,0.524719,0.531461,0.188764,0.474157,1,0,0,-1.0
5520,0.451685,0.452809,0.155056,0.397753,1,0,0,50.0
5939,0.448207,0.399402,0.131474,0.35259,1,0,0,50.0
5876,0.453187,0.501177,0.171134,0.542376,1,0,0,-1.0
2046,0.337254,0.505592,0.12683,0.335524,1,0,0,73.0
2046,0.400669,0.501557,0.020754,0.0,1,0,0,73.0
6392,0.514775,0.475768,0.131206,0.395981,1,0,0,82.0
6392,0.666667,0.539007,0.198582,0.484634,1,0,0,-1.0
6392,0.47104,0.564421,0.28487,0.433806,1,0,0,75.0
958,0.321484,0.512109,0.171094,0.382031,1,0,0,55.0
2267,0.331866,0.485035,0.167254,0.375,1,0,0,-1.0
2332,0.287852,0.59507,0.241197,0.401408,1,0,0,67.0
6273,0.503191,0.481915,0.189362,0.43617,1,0,0,67.0
6273,0.543617,0.473404,0.125532,0.393617,1,0,0,18.0
2283,0.301937,0.46919,0.110915,0.322183,1,0,0,18.0
7242,0.534571,0.5,0.227913,0.434059,1,0,0,16.0
7242,0.448784,0.386684,0.107554,0.320102,1,0,0,16.0
1134,0.318859,0.53598,0.193548,0.389578,1,0,0,16.0
7711,0.564453,0.491016,0.202344,0.474219,1,0,0,-1.0
6930,0.513514,0.465602,0.125307,0.375921,1,0,0,7.0
6930,0.541769,0.571253,0.194103,0.425061,1,0,0,7.0
6930,0.863636,0.600737,0.27027,0.353808,1,0,0,-1.0
702,0.310724,0.543928,0.213178,0.447028,1,0,0,-1.0
7360,0.817431,0.587156,0.183486,0.385321,1,0,0,68.0
7360,0.53945,0.553211,0.211009,0.449541,1,0,0,68.0
7477,0.521164,0.467659,0.158069,0.443254,1,0,0,-1.0
1435,0.241346,0.621154,0.236538,0.332692,1,0,0,-1.0
142,0.578624,0.515971,0.191646,0.412776,1,0,0,21.0
142,0.769656,0.591523,0.288698,0.379607,1,0,0,-1.0
338,0.586633,0.488281,0.201356,0.40404,1,0,0,85.0
338,0.675682,0.576333,0.290404,0.404705,1,0,0,-1.0
364,0.582825,0.509873,0.206229,0.438412,1,0,0,-1.0
364,0.6428,0.576862,0.265853,0.406846,1,0,0,-1.0
5675,0.380024,0.405603,0.127893,0.375152,1,0,0,21.0
1050,0.277734,0.481641,0.124219,0.349219,1,0,0,-1.0
2140,0.292978,0.608959,0.234867,0.404358,1,0,0,17.0
4660,0.550835,0.564715,0.338633,0.432551,1,0,0,17.0
4660,0.450886,0.429751,0.135143,0.416161,1,0,0,17.0
7382,0.445872,0.424771,0.108257,0.387156,1,0,0,-1.0
4205,0.395625,0.399766,0.146094,0.361719,1,0,0,-1.0
4205,0.624141,0.656406,0.370312,0.251563,1,0,0,16.0
4616,0.741846,0.557466,0.334182,0.427672,1,0,0,16.0
4616,0.275365,0.426165,0.111969,0.32192,1,0,0,-1.0
7231,0.572983,0.487836,0.184379,0.414853,1,0,0,-1.0
7231,0.452625,0.428297,0.148528,0.377721,1,0,0,100.0
7231,0.879321,0.629321,0.241357,0.306018,1,0,0,-1.0
7449,0.514732,0.468304,0.164286,0.440179,1,0,0,-1.0
640,0.285547,0.622656,0.291406,0.329688,1,0,0,15.0
4489,0.264599,0.441606,0.086375,0.328467,1,0,0,-1.0
4489,0.538929,0.633212,0.231144,0.293187,1,0,0,16.0
5877,0.434577,0.42967,0.139442,0.423947,1,0,0,-1.0
7065,0.490172,0.469287,0.159705,0.383292,1,0,0,-1.0
7065,0.582924,0.55344,0.224816,0.45086,1,0,0,-1.0
7065,0.584152,0.646192,0.431204,0.267813,1,0,0,-1.0
7065,0.905405,0.640663,0.189189,0.27887,1,0,0,-1.0
7319,0.81242,0.599232,0.243278,0.355954,1,0,0,-1.0
3594,0.408984,0.426752,0.17231,0.415018,1,0,0,16.0
1957,0.18617,0.584043,0.321277,0.423404,1,0,0,16.0
2532,0.242208,0.631169,0.355844,0.298701,1,0,0,12.0
3369,0.381791,0.398678,0.101322,0.374449,1,0,0,12.0
4247,0.437324,0.433803,0.108451,0.369014,1,0,0,-1.0
4247,0.266197,0.45493,0.098592,0.35493,1,0,0,38.0
1056,0.302344,0.525,0.15625,0.371875,1,0,0,38.0
7285,0.824584,0.608195,0.24968,0.350832,1,0,0,-1.0
3465,0.463057,0.429299,0.152866,0.415287,1,0,0,-1.0
3525,0.332886,0.435803,0.154207,0.435803,1,0,0,-1.0
3546,0.315287,0.421251,0.14476,0.402432,1,0,0,-1.0
7469,0.525233,0.460317,0.153727,0.448413,1,0,0,16.0
7776,0.418939,0.573485,0.186364,0.404545,1,0,0,-1.0
7776,0.472727,0.406818,0.106061,0.359091,1,0,0,-1.0
7776,0.656061,0.55303,0.248485,0.460606,1,0,0,-1.0
4673,0.416763,0.421113,0.126874,0.405075,1,0,0,34.0
4673,0.557599,0.593815,0.425563,0.372599,1,0,0,-1.0
4735,0.428261,0.404473,0.136172,0.371807,1,0,0,-1.0
1960,0.179787,0.581915,0.291489,0.402128,1,0,0,28.0
4615,0.776477,0.570626,0.317836,0.408254,1,0,0,0.0
4615,0.274039,0.419116,0.107965,0.331023,1,0,0,-1.0
5022,0.27024,0.433457,0.090573,0.371534,1,0,0,71.0
5022,0.407024,0.439002,0.116451,0.371534,1,0,0,71.0
5151,0.414662,0.486442,0.104505,0.466485,1,0,0,88.0
198,0.628378,0.575553,0.298526,0.414005,1,0,0,88.0
2970,0.748584,0.622877,0.293318,0.323896,1,0,0,88.0
5174,0.431942,0.444853,0.13133,0.450751,1,0,0,30.0
6411,0.40799,0.486683,0.116223,0.42615,1,0,0,30.0
6411,0.53632,0.473366,0.179177,0.46247,1,0,0,-1.0
6411,0.638533,0.566586,0.315808,0.42615,1,0,0,-1.0
6411,0.808544,0.584573,0.172951,0.387409,1,0,0,-1.0
271,0.602429,0.49941,0.155533,0.457415,1,0,0,74.0
271,0.614481,0.577463,0.219812,0.409206,1,0,0,-1.0
271,0.853806,0.611898,0.241621,0.335744,1,0,0,-1.0
1060,0.292969,0.606641,0.201563,0.321094,1,0,0,-1.0
1060,0.303125,0.445313,0.11875,0.2625,1,0,0,-1.0
1326,0.333654,0.495192,0.171154,0.365385,1,0,0,-1.0
3427,0.350954,0.409692,0.101322,0.378855,1,0,0,60.0
7266,0.722151,0.604353,0.349552,0.345711,1,0,0,-1.0
1088,0.327543,0.501241,0.146402,0.354839,1,0,0,7.0
1088,0.28598,0.62469,0.269231,0.316377,1,0,0,7.0
5044,0.287479,0.433222,0.09182,0.368948,1,0,0,-1.0
5044,0.455461,0.39674,0.125119,0.351566,1,0,0,23.0
1431,0.248077,0.622115,0.242308,0.311538,1,0,0,16.0
3593,0.405823,0.426448,0.180164,0.414923,1,0,0,16.0
4837,0.421376,0.40602,0.132678,0.367322,1,0,0,70.0
7526,0.540333,0.470476,0.174877,0.42371,1,0,0,70.0
154,0.502457,0.461302,0.19656,0.438575,1,0,0,20.0
154,0.724201,0.592138,0.244472,0.422604,1,0,0,16.0
2682,0.296249,0.556799,0.334612,0.43798,1,0,0,-1.0
2682,0.290388,0.412404,0.120418,0.323956,1,0,0,-1.0
4114,0.502656,0.525156,0.185156,0.459375,1,0,0,40.0
5999,0.841633,0.619522,0.209163,0.322709,1,0,0,40.0
5999,0.409205,0.488048,0.11386,0.446215,1,0,0,-1.0
5999,0.564741,0.455179,0.129482,0.360558,1,0,0,21.0
581,0.845313,0.60625,0.295312,0.360938,1,0,0,26.0
1442,0.329808,0.55,0.178846,0.432692,1,0,0,26.0
1247,0.245037,0.617866,0.299007,0.359801,1,0,0,-1.0
1080,0.271092,0.629032,0.264268,0.310174,1,0,0,-1.0
1080,0.297767,0.496278,0.129032,0.364764,1,0,0,18.0
4144,0.48625,0.459141,0.185156,0.453906,1,0,0,18.0
2249,0.278169,0.587148,0.278169,0.375,1,0,0,-1.0
4434,0.268856,0.434307,0.10219,0.321168,1,0,0,16.0
4434,0.39781,0.388078,0.111922,0.343066,1,0,0,16.0
2303,0.333627,0.59331,0.241197,0.408451,1,0,0,-1.0
2303,0.330986,0.481514,0.15493,0.353873,1,0,0,-1.0
3408,0.582232,0.582599,0.255507,0.398678,1,0,0,-1.0
7199,0.513444,0.485915,0.224072,0.444302,1,0,0,-1.0
7199,0.400128,0.416773,0.076825,0.331626,1,0,0,-1.0
614,0.325781,0.511328,0.196875,0.419531,1,0,0,-1.0
1355,0.316346,0.481731,0.148077,0.376923,1,0,0,16.0
5189,0.519922,0.503125,0.205469,0.428125,1,0,0,16.0
2376,0.227273,0.587662,0.253247,0.383117,1,0,0,74.0
5707,0.425091,0.427527,0.17905,0.426309,1,0,0,74.0
4866,0.437346,0.424447,0.157248,0.416462,1,0,0,-1.0
2592,0.322656,0.514062,0.171875,0.390625,1,0,0,-1.0
7833,0.489394,0.502273,0.151515,0.443939,1,0,0,-1.0
7653,0.512891,0.479687,0.132031,0.4375,1,0,0,-1.0
4612,0.773478,0.566117,0.326581,0.425018,1,0,0,-1.0
4612,0.273798,0.427622,0.102852,0.318844,1,0,0,5.0
4734,0.428426,0.407249,0.13815,0.376966,1,0,0,5.0
935,0.325781,0.626953,0.285938,0.302344,1,0,0,-1.0
935,0.311328,0.417187,0.114844,0.309375,1,0,0,-1.0
1446,0.329808,0.476923,0.117308,0.359615,1,0,0,52.0
1322,0.336538,0.491346,0.165385,0.380769,1,0,0,52.0
2284,0.323944,0.478873,0.133803,0.359155,1,0,0,-1.0
4425,0.260341,0.43309,0.087591,0.340633,1,0,0,101.0
2973,0.707248,0.607022,0.312571,0.348811,1,0,0,101.0
5483,0.472571,0.459352,0.142763,0.432254,1,0,0,13.0
7168,0.892766,0.653649,0.214468,0.257362,1,0,0,-1.0
7168,0.567862,0.639565,0.309859,0.288092,1,0,0,13.0
7168,0.431498,0.382843,0.119078,0.276569,1,0,0,13.0
7168,0.516645,0.443022,0.212548,0.371319,1,0,0,27.0
5228,0.407422,0.407813,0.160156,0.38125,1,0,0,92.0
7184,0.510883,0.484635,0.185659,0.462228,1,0,0,-1.0
7184,0.418694,0.430858,0.101152,0.370038,1,0,0,57.0
4395,0.450122,0.467762,0.155718,0.378345,1,0,0,57.0
266,0.520312,0.503516,0.164063,0.433594,1,0,0,5.0
266,0.566797,0.451172,0.144531,0.411719,1,0,0,15.0
266,0.8,0.613281,0.285938,0.33125,1,0,0,-1.0
3989,0.434375,0.425391,0.1875,0.407031,1,0,0,-1.0
2383,0.333117,0.555195,0.220779,0.453247,1,0,0,-1.0
7577,0.51875,0.507813,0.167187,0.432812,1,0,0,-1.0
2697,0.335145,0.542945,0.310102,0.461424,1,0,0,1.0
1016,0.30625,0.567969,0.242188,0.434375,1,0,0,-1.0
7551,0.587438,0.545856,0.209975,0.458708,1,0,0,23.0
7355,0.798165,0.597248,0.214679,0.365138,1,0,0,-1.0
1502,0.316346,0.481731,0.209615,0.403846,1,0,0,-1.0
5037,0.271599,0.444595,0.102254,0.322412,1,0,0,15.0
5037,0.465672,0.408076,0.148164,0.376669,1,0,0,-1.0
1272,0.163772,0.629653,0.290323,0.328784,1,0,0,-1.0
1447,0.327885,0.465385,0.121154,0.351923,1,0,0,-1.0
7159,0.903649,0.631882,0.192702,0.303457,1,0,0,72.0
7159,0.521127,0.568502,0.193342,0.427657,1,0,0,16.0
7159,0.599232,0.447503,0.111396,0.354673,1,0,0,16.0
7159,0.456466,0.385403,0.148528,0.335467,1,0,0,16.0
4545,0.645191,0.578286,0.367857,0.393598,1,0,0,-1.0
3533,0.296011,0.425411,0.171639,0.405632,1,0,0,-1.0
878,0.326953,0.501563,0.147656,0.328125,1,0,0,18.0
659,0.287638,0.476676,0.129199,0.320957,1,0,0,-1.0
7575,0.539063,0.500781,0.164063,0.448437,1,0,0,-1.0
3597,0.437721,0.425336,0.176929,0.413305,1,0,0,-1.0
982,0.265234,0.632031,0.260156,0.2875,1,0,0,-1.0
982,0.316016,0.442578,0.102344,0.286719,1,0,0,50.0
3253,0.441263,0.422907,0.096916,0.405286,1,0,0,50.0
2050,0.333535,0.508475,0.113801,0.33414,1,0,0,50.0
340,0.585636,0.489143,0.188729,0.423312,1,0,0,50.0
340,0.680998,0.576862,0.289075,0.408692,1,0,0,16.0
340,0.844142,0.643649,0.309676,0.272461,1,0,0,16.0
6356,0.481678,0.553191,0.282506,0.456265,1,0,0,70.0
6356,0.693853,0.535461,0.229314,0.491726,1,0,0,70.0
733,0.325581,0.465762,0.136951,0.381137,1,0,0,-1.0
4300,0.384687,0.393203,0.119531,0.347656,1,0,0,-1.0
245,0.605872,0.459809,0.150941,0.394284,1,0,0,-1.0
245,0.794979,0.615342,0.305326,0.327709,1,0,0,16.0
4462,0.262165,0.42944,0.079075,0.335766,1,0,0,70.0
4462,0.381995,0.414842,0.121655,0.352798,1,0,0,-1.0
2469,0.343506,0.568182,0.166234,0.385714,1,0,0,37.0
5779,0.457978,0.4257,0.140073,0.415347,1,0,0,37.0
451,0.544531,0.546484,0.232813,0.480469,1,0,0,34.0
451,0.852344,0.630469,0.295312,0.314063,1,0,0,-1.0
168,0.419533,0.39312,0.094595,0.267813,1,0,0,-1.0
6913,0.438575,0.442875,0.127764,0.355037,1,0,0,71.0
6913,0.600123,0.568796,0.185504,0.434889,1,0,0,-1.0
6913,0.795455,0.632678,0.197789,0.307125,1,0,0,19.0
254,0.49375,0.483594,0.153125,0.414063,1,0,0,19.0
254,0.567969,0.448437,0.123438,0.417187,1,0,0,85.0
254,0.793359,0.6125,0.296094,0.332813,1,0,0,6.0
4702,0.428684,0.405953,0.143713,0.366871,1,0,0,21.0
597,0.812109,0.609766,0.280469,0.352344,1,0,0,-1.0
1962,0.189362,0.580851,0.310638,0.4,1,0,0,-1.0
3284,0.45558,0.420705,0.147577,0.400881,1,0,0,-1.0
3284,0.443465,0.692731,0.013216,0.103524,1,0,0,-1.0
4145,0.485211,0.453521,0.150704,0.442254,1,0,0,-1.0
4145,0.785915,0.702817,0.138028,0.149296,1,0,0,25.0
7792,0.42197,0.577273,0.195455,0.4,1,0,0,15.0
7792,0.553788,0.562879,0.15303,0.422727,1,0,0,15.0
7792,0.809848,0.595455,0.337879,0.357576,1,0,0,13.0
701,0.30814,0.55814,0.249354,0.447028,1,0,0,13.0
249,0.453305,0.4272,0.114238,0.361854,1,0,0,-1.0
249,0.594184,0.457655,0.143434,0.405051,1,0,0,13.0
249,0.792164,0.6122,0.30202,0.334343,1,0,0,78.0
1474,0.183654,0.609615,0.359615,0.344231,1,0,0,74.0
4041,0.405078,0.396875,0.114844,0.354687,1,0,0,16.0
409,0.512679,0.48918,0.141695,0.444725,1,0,0,16.0
409,0.664545,0.581071,0.263047,0.397026,1,0,0,13.0
410,0.500754,0.487426,0.147306,0.441218,1,0,0,20.0
410,0.696812,0.591242,0.286897,0.372475,1,0,0,-1.0
3964,0.432031,0.425781,0.1875,0.415625,1,0,0,73.0
5167,0.429716,0.441514,0.124652,0.446299,1,0,0,5.0
2345,0.294014,0.59331,0.292254,0.359155,1,0,0,5.0
7236,0.560819,0.496799,0.185659,0.458387,1,0,0,1.0
7236,0.426376,0.387324,0.090909,0.303457,1,0,0,-1.0
3568,0.313871,0.452229,0.19816,0.427459,1,0,0,-1.0
2564,0.305195,0.531818,0.253247,0.494805,1,0,0,6.0
5678,0.420219,0.400122,0.154689,0.369062,1,0,0,6.0
5089,0.431761,0.440943,0.107471,0.367279,1,0,0,-1.0
3371,0.393906,0.404185,0.112335,0.367841,1,0,0,15.0
956,0.31875,0.462109,0.145313,0.350781,1,0,0,15.0
2935,0.53624,0.510759,0.14949,0.459796,1,0,0,-1.0
2545,0.316883,0.50974,0.180519,0.416883,1,0,0,-1.0
5468,0.43764,0.398876,0.164045,0.346067,1,0,0,21.0
438,0.8625,0.602734,0.254688,0.369531,1,0,0,-1.0
438,0.628125,0.594922,0.310937,0.386719,1,0,0,16.0
1183,0.112903,0.663772,0.215881,0.248139,1,0,0,13.0
6416,0.40678,0.486683,0.113801,0.421308,1,0,0,13.0
6416,0.548253,0.547388,0.268073,0.461778,1,0,0,13.0
6416,0.827568,0.595815,0.269803,0.358008,1,0,0,16.0
1086,0.298387,0.495037,0.135236,0.35732,1,0,0,6.0
1086,0.276055,0.634615,0.266749,0.328784,1,0,0,6.0
4254,0.268281,0.446641,0.096094,0.327344,1,0,0,102.0
4254,0.446797,0.488047,0.140625,0.400781,1,0,0,50.0
352,0.563973,0.505471,0.18266,0.467172,1,0,0,50.0
352,0.656145,0.579545,0.294613,0.398148,1,0,0,96.0
6696,0.43154,0.48533,0.127139,0.386308,1,0,0,62.0
147,0.41769,0.423219,0.103194,0.342752,1,0,0,62.0
147,0.617936,0.536241,0.267813,0.482801,1,0,0,103.0
5296,0.456641,0.395703,0.114844,0.353906,1,0,0,16.0
4788,0.443489,0.407248,0.174447,0.347666,1,0,0,16.0
425,0.63372,0.627141,0.385732,0.306818,1,0,0,-1.0
425,0.849313,0.604729,0.258838,0.349116,1,0,0,19.0
4716,0.433353,0.406113,0.130603,0.370012,1,0,0,27.0
1352,0.303846,0.474038,0.123077,0.342308,1,0,0,-1.0
589,0.810156,0.609375,0.28125,0.354687,1,0,0,17.0
4411,0.462895,0.443431,0.1618,0.448905,1,0,0,16.0
672,0.332041,0.475452,0.108527,0.312661,1,0,0,16.0
4470,0.321168,0.456813,0.175182,0.290754,1,0,0,-1.0
4470,0.428224,0.422141,0.13382,0.350365,1,0,0,-1.0
5556,0.414607,0.404494,0.121348,0.373034,1,0,0,-1.0
470,0.512109,0.562109,0.286719,0.450781,1,0,0,13.0
470,0.858203,0.623437,0.283594,0.326562,1,0,0,-1.0
5112,0.399195,0.402632,0.098203,0.369243,1,0,0,-1.0
4279,0.270423,0.45,0.095775,0.356338,1,0,0,40.0
6442,0.573043,0.538741,0.240786,0.488297,1,0,0,40.0
6442,0.414313,0.488297,0.103578,0.406242,1,0,0,-1.0
5534,0.502247,0.561798,0.224719,0.453933,1,0,0,16.0
5534,0.432584,0.480899,0.193258,0.413483,1,0,0,-1.0
5024,0.277462,0.447412,0.088481,0.390651,1,0,0,13.0
5024,0.433556,0.45576,0.133556,0.404007,1,0,0,13.0
1903,0.322895,0.508156,0.144195,0.374344,1,0,0,35.0
3595,0.421723,0.425746,0.170969,0.415689,1,0,0,35.0
911,0.360547,0.594141,0.183594,0.372656,1,0,0,42.0
911,0.298438,0.415625,0.107813,0.303125,1,0,0,4.0
1808,0.293012,0.576426,0.285117,0.404883,1,0,0,-1.0
4786,0.409705,0.409705,0.151106,0.35258,1,0,0,16.0
3592,0.424522,0.424522,0.168153,0.413376,1,0,0,16.0
4023,0.420703,0.408594,0.141406,0.384375,1,0,0,21.0
4262,0.27375,0.446641,0.105469,0.324219,1,0,0,21.0
4262,0.62375,0.658281,0.246094,0.246875,1,0,0,41.0
5931,0.414343,0.410359,0.119522,0.370518,1,0,0,16.0
937,0.324609,0.624219,0.282031,0.3125,1,0,0,16.0
937,0.302734,0.411719,0.113281,0.285938,1,0,0,-1.0
1932,0.313023,0.446688,0.143016,0.272281,1,0,0,-1.0
1932,0.302711,0.657082,0.262656,0.250273,1,0,0,13.0
977,0.253906,0.610156,0.271875,0.342187,1,0,0,13.0
977,0.299219,0.443359,0.135937,0.247656,1,0,0,13.0
805,0.337855,0.576873,0.20801,0.401809,1,0,0,13.0
3451,0.433554,0.407489,0.112335,0.374449,1,0,0,13.0
2483,0.322078,0.481818,0.190909,0.392208,1,0,0,-1.0
3464,0.464331,0.428662,0.155414,0.414013,1,0,0,-1.0
480,0.522266,0.552734,0.266406,0.469531,1,0,0,-1.0
480,0.859766,0.625781,0.280468,0.323437,1,0,0,-1.0
6716,0.415037,0.493276,0.128362,0.394866,1,0,0,-1.0
4967,0.304174,0.420701,0.098497,0.370618,1,0,0,-1.0
4967,0.469449,0.460768,0.088481,0.420701,1,0,0,40.0
4967,0.446911,0.411519,0.106845,0.372287,1,0,0,40.0
7652,0.522656,0.474219,0.157812,0.425,1,0,0,-1.0
6900,0.443765,0.457824,0.149144,0.375306,1,0,0,50.0
3564,0.305732,0.453822,0.18535,0.404459,1,0,0,50.0
4740,0.428115,0.406574,0.129544,0.378316,1,0,0,15.0
4740,0.747676,0.628868,0.439249,0.297636,1,0,0,15.0
4222,0.265156,0.437734,0.099219,0.333594,1,0,0,-1.0
4222,0.371797,0.393594,0.1,0.348438,1,0,0,-1.0
4222,0.475312,0.494531,0.150781,0.445625,1,0,0,-1.0
2275,0.355634,0.59419,0.228873,0.360915,1,0,0,-1.0
602,0.812109,0.609766,0.278906,0.353906,1,0,0,50.0
488,0.514844,0.544531,0.245312,0.48125,1,0,0,20.0
488,0.860547,0.626563,0.278906,0.321875,1,0,0,-1.0
7490,0.527083,0.466412,0.15,0.437925,1,0,0,-1.0
